158.412, 129.504, 5.678, 24.250 False
158.128, 129.506, 5.677, 24.300 False
157.844, 129.508, 5.669, 24.350 False
157.561, 129.510, 5.654, 24.400 False
157.278, 129.512, 5.634, 24.450 False
156.998, 129.514, 5.607, 24.500 False
156.718, 129.516, 5.577, 24.550 False
156.441, 129.518, 5.542, 24.600 False
156.165, 129.520, 5.505, 24.650 False
155.891, 129.521, 5.465, 24.700 False
155.619, 129.523, 5.422, 24.750 False
155.350, 129.525, 5.373, 24.800 False
155.083, 129.526, 5.328, 24.850 False
154.818, 129.526, 5.287, 24.900 False
154.555, 129.527, 5.261, 24.950 False
154.292, 129.528, 5.252, 25.000 False
154.029, 129.529, 5.263, 25.050 False
153.764, 129.531, 5.303, 25.100 False
153.496, 129.531, 5.366, 25.150 False
153.224, 129.533, 5.451, 25.200 False
152.948, 129.533, 5.535, 25.250 False
152.668, 129.535, 5.608, 25.300 False
152.385, 129.535, 5.658, 25.350 False
152.101, 129.536, 5.689, 25.400 False
151.816, 129.537, 5.705, 25.450 False
151.531, 129.538, 5.708, 25.500 False
151.246, 129.539, 5.702, 25.550 False
150.962, 129.540, 5.689, 25.600 False
150.679, 129.541, 5.670, 25.650 False
150.396, 129.541, 5.645, 25.700 False
150.115, 129.542, 5.616, 25.750 False
149.836, 129.543, 5.581, 25.800 False
149.558, 129.543, 5.543, 25.850 False
149.283, 129.544, 5.498, 25.900 False
149.010, 129.544, 5.456, 25.950 False
148.739, 129.545, 5.417, 26.000 False
148.469, 129.545, 5.392, 26.050 False
148.199, 129.546, 5.385, 26.100 False
147.930, 129.546, 5.396, 26.150 False
147.658, 129.547, 5.436, 26.200 False
147.384, 129.547, 5.498, 26.250 False
147.106, 129.547, 5.581, 26.300 False
146.823, 129.548, 5.663, 26.350 False
146.537, 129.548, 5.732, 26.400 False
146.248, 129.548, 5.779, 26.450 False
145.958, 129.549, 5.806, 26.500 False
145.668, 129.549, 5.818, 26.550 False
145.377, 129.549, 5.818, 26.600 False
145.087, 129.549, 5.809, 26.650 False
144.797, 129.549, 5.793, 26.700 False
144.509, 129.549, 5.771, 26.750 False
144.221, 129.550, 5.743, 26.800 False
143.936, 129.550, 5.711, 26.850 False
143.652, 129.550, 5.673, 26.900 False
143.370, 129.550, 5.632, 26.950 False
143.090, 129.550, 5.583, 27.000 False
142.813, 129.549, 5.537, 27.050 False
142.538, 129.549, 5.493, 27.100 False
142.264, 129.549, 5.463, 27.150 False
141.991, 129.549, 5.453, 27.200 False
141.718, 129.549, 5.462, 27.250 False
141.444, 129.549, 5.502, 27.300 False
141.166, 129.549, 5.562, 27.350 False
140.884, 129.548, 5.644, 27.400 False
140.599, 129.548, 5.725, 27.450 False
140.310, 129.548, 5.793, 27.500 False
140.018, 129.548, 5.837, 27.550 False
139.725, 129.547, 5.862, 27.600 False
139.432, 129.547, 5.872, 27.650 False
139.139, 129.547, 5.869, 27.700 False
138.846, 129.546, 5.859, 27.750 False
138.554, 129.546, 5.840, 27.800 False
138.263, 129.546, 5.817, 27.850 False
137.974, 129.545, 5.786, 27.900 False
137.686, 129.545, 5.752, 27.950 False
137.400, 129.545, 5.712, 28.000 False
137.116, 129.544, 5.670, 28.050 False
136.834, 129.544, 5.619, 28.100 False
136.555, 129.543, 5.572, 28.150 False
136.278, 129.543, 5.527, 28.200 False
136.003, 129.542, 5.496, 28.250 False
135.729, 129.542, 5.485, 28.300 False
135.454, 129.541, 5.494, 28.350 False
135.178, 129.540, 5.533, 28.400 False
134.899, 129.540, 5.591, 28.450 False
134.616, 129.539, 5.670, 28.500 False
134.329, 129.539, 5.747, 28.550 False
134.039, 129.538, 5.804, 28.600 False
133.748, 129.537, 5.819, 28.650 False
133.459, 129.537, 5.774, 28.700 False
133.174, 129.536, 5.684, 28.750 False
132.895, 129.536, 5.556, 28.800 False
132.623, 129.535, 5.397, 28.850 False
132.361, 129.534, 5.210, 28.900 False
132.109, 129.534, 5.003, 28.950 False
131.868, 129.533, 4.770, 29.000 False
131.638, 129.532, 4.526, 29.050 False
131.421, 129.532, 4.294, 29.100 False
131.215, 129.531, 4.069, 29.150 False
131.019, 129.531, 3.859, 29.200 False
130.833, 129.530, 3.673, 29.250 False
130.655, 129.529, 3.492, 29.300 False
130.486, 129.529, 3.339, 29.350 False
130.324, 129.528, 3.179, 29.400 False
130.169, 129.527, 3.051, 29.450 False
130.021, 129.527, 2.919, 29.500 False
129.879, 129.526, 2.784, 29.550 False
129.744, 129.526, 2.649, 29.600 False
129.616, 129.525, 2.516, 29.650 False
129.494, 129.525, 2.387, 29.700 False
129.379, 129.524, 2.262, 29.750 False
129.269, 129.524, 2.143, 29.800 False
129.166, 129.522, 2.028, 29.850 False
129.068, 129.521, 1.919, 29.900 False
128.975, 129.520, 1.816, 29.950 False
128.887, 129.520, 1.718, 30.000 False
128.804, 129.519, 1.625, 30.050 False
128.726, 129.519, 1.536, 30.100 False
128.652, 129.519, 1.453, 30.150 False
128.581, 129.518, 1.374, 30.200 False
128.515, 129.518, 1.299, 30.250 False
128.452, 129.518, 1.229, 30.300 False
128.393, 129.517, 1.162, 30.350 False
128.336, 129.517, 1.099, 30.400 False
128.283, 129.517, 1.039, 30.450 False
128.233, 129.516, 0.982, 30.500 False
128.185, 129.516, 0.929, 30.550 False
128.140, 129.516, 0.878, 30.600 False
128.098, 129.516, 0.831, 30.650 False
128.058, 129.516, 0.785, 30.700 False
128.020, 129.515, 0.743, 30.750 False
127.984, 129.515, 0.702, 30.800 False
127.950, 129.515, 0.664, 30.850 False
127.917, 129.515, 0.628, 30.900 False
127.887, 129.515, 0.594, 30.950 False
127.858, 129.515, 0.562, 31.000 False
127.831, 129.514, 0.531, 31.050 False
127.808, 129.514, 0.436, 31.100 False
127.787, 129.514, 0.409, 31.150 False
127.769, 129.514, 0.337, 31.200 False
127.750, 129.514, 0.385, 31.250 False
127.729, 129.514, 0.416, 31.300 False
127.708, 129.514, 0.448, 31.350 False
127.683, 129.514, 0.510, 31.400 False
127.655, 129.514, 0.575, 31.450 False
127.623, 129.514, 0.673, 31.500 False
127.582, 129.514, 0.855, 31.550 False
127.533, 129.513, 1.022, 31.600 False
127.471, 129.513, 1.287, 31.650 False
127.395, 129.513, 1.589, 31.700 False
127.305, 129.512, 1.864, 31.750 False
127.202, 129.512, 2.115, 31.800 False
127.087, 129.511, 2.362, 31.850 False
